"var_name","var_type","unique_count","missing_perc","zero_perc","most_common_five_non_NA","mean","min","Q1","median","Q3","max","sd"
"ACT_no","numeric","2","0","49.12","0","0.509","0","0","1","1","1","0.5"
"F1exhr0","numeric","2","0","76.6","0","0.234","0","0","0","0","1","0.423"
"F1exhr1","numeric","2","0","83.45","0","0.165","0","0","0","0","1","0.372"
"F1exhr2","numeric","2","0","77.77","0","0.222","0","0","0","0","1","0.416"
"F1exhr3","numeric","2","0","84.72","0","0.153","0","0","0","0","1","0.36"
"F1exhr4","numeric","2","0","83.96","0","0.16","0","0","0","0","1","0.367"
"F1exhr5","numeric","2","0","97.82","0","0.022","0","0","0","0","1","0.146"
"F1exhrm","numeric","2","0","98.86","0","0.011","0","0","0","0","1","0.106"
"F1exhrnc","numeric","2","0","96.82","0","0.032","0","0","0","0","1","0.176"
"F1baseball1","numeric","2","0","94.58","0","0.054","0","0","0","0","1","0.227"
"F1baseball2","numeric","2","0","29.41","0","0.706","0","0","1","1","1","0.456"
"F1baseball3","numeric","2","0","96.7","0","0.033","0","0","0","0","1","0.179"
"F1baseball4","numeric","2","0","93.31","0","0.067","0","0","0","0","1","0.25"
"F1baseball5","numeric","2","0","94.53","0","0.055","0","0","0","0","1","0.227"
"F1baseball6","numeric","2","0","99.77","0","0.002","0","0","0","0","1","0.048"
"F1baseballm","numeric","2","0","95.05","0","0.05","0","0","0","0","1","0.217"
"F1baseballnc","numeric","2","0","96.82","0","0.032","0","0","0","0","1","0.176"
"F1basketball1","numeric","2","0","99.2","0","0.008","0","0","0","0","1","0.089"
"F1basketball2","numeric","2","0","30.72","0","0.693","0","0","1","1","1","0.461"
"F1basketball3","numeric","2","0","94.56","0","0.054","0","0","0","0","1","0.227"
"F1basketball4","numeric","2","0","90.01","0","0.1","0","0","0","0","1","0.3"
"F1basketball5","numeric","2","0","94.38","0","0.056","0","0","0","0","1","0.23"
"F1basketball6","numeric","2","0","99.43","0","0.006","0","0","0","0","1","0.075"
"F1basketballm","numeric","2","0","95.16","0","0.048","0","0","0","0","1","0.215"
"F1basketballnc","numeric","2","0","96.82","0","0.032","0","0","0","0","1","0.176"
"F1football1","numeric","2","0","92.71","0","0.073","0","0","0","0","1","0.26"
"F1football2","numeric","2","0","30.12","0","0.699","0","0","1","1","1","0.459"
"F1football3","numeric","2","0","97.6","0","0.024","0","0","0","0","1","0.153"
"F1football4","numeric","2","0","93.63","0","0.064","0","0","0","0","1","0.244"
"F1football5","numeric","2","0","94.97","0","0.05","0","0","0","0","1","0.219"
"F1football6","numeric","2","0","99.79","0","0.002","0","0","0","0","1","0.046"
"F1footballm","numeric","2","0","94.61","0","0.054","0","0","0","0","1","0.226"
"F1footballnc","numeric","2","0","96.82","0","0.032","0","0","0","0","1","0.176"
"F1soccer1","numeric","2","0","80.45","0","0.196","0","0","0","0","1","0.397"
"F1soccer2","numeric","2","0","38.37","0","0.616","0","0","1","1","1","0.486"
"F1soccer3","numeric","2","0","97.86","0","0.021","0","0","0","0","1","0.145"
"F1soccer4","numeric","2","0","96.33","0","0.037","0","0","0","0","1","0.188"
"F1soccer5","numeric","2","0","96.61","0","0.034","0","0","0","0","1","0.181"
"F1soccer6","numeric","2","0","99.69","0","0.003","0","0","0","0","1","0.055"
"F1soccerm","numeric","2","0","94.06","0","0.059","0","0","0","0","1","0.236"
"F1soccernc","numeric","2","0","96.82","0","0.032","0","0","0","0","1","0.176"
"F1swim1","numeric","2","0","68.79","0","0.312","0","0","0","1","1","0.463"
"F1swim2","numeric","2","0","45.79","0","0.542","0","0","1","1","1","0.498"
"F1swim3","numeric","2","0","99.16","0","0.008","0","0","0","0","1","0.092"
"F1swim4","numeric","2","0","98.83","0","0.012","0","0","0","0","1","0.108"
"F1swim5","numeric","2","0","97.6","0","0.024","0","0","0","0","1","0.153"
"F1swim6","numeric","2","0","99.89","0","0.001","0","0","0","0","1","0.034"
"F1swimm","numeric","2","0","93.37","0","0.066","0","0","0","0","1","0.249"
"F1swimnc","numeric","2","0","96.82","0","0.032","0","0","0","0","1","0.176"
"F1other1","numeric","2","0","89.85","0","0.101","0","0","0","0","1","0.302"
"F1other2","numeric","2","0","38.08","0","0.619","0","0","1","1","1","0.486"
"F1other3","numeric","2","0","93.96","0","0.06","0","0","0","0","1","0.238"
"F1other4","numeric","2","0","93.05","0","0.07","0","0","0","0","1","0.254"
"F1other5","numeric","2","0","94.87","0","0.051","0","0","0","0","1","0.221"
"F1other6","numeric","2","0","99.64","0","0.004","0","0","0","0","1","0.06"
"F1otherm","numeric","2","0","93.94","0","0.061","0","0","0","0","1","0.239"
"F1othernc","numeric","2","0","96.82","0","0.032","0","0","0","0","1","0.176"
"F1ind1","numeric","2","0","95.16","0","0.048","0","0","0","0","1","0.215"
"F1ind2","numeric","2","0","41.28","0","0.587","0","0","1","1","1","0.492"
"F1ind3","numeric","2","0","96.54","0","0.035","0","0","0","0","1","0.183"
"F1ind4","numeric","2","0","92.09","0","0.079","0","0","0","0","1","0.27"
"F1ind5","numeric","2","0","83.81","0","0.162","0","0","0","0","1","0.368"
"F1ind6","numeric","2","0","99.51","0","0.005","0","0","0","0","1","0.07"
"F1indm","numeric","2","0","95.05","0","0.05","0","0","0","0","1","0.217"
"F1indnc","numeric","2","0","96.82","0","0.032","0","0","0","0","1","0.176"
"F1cheer1","numeric","2","0","94.69","0","0.053","0","0","0","0","1","0.224"
"F1cheer2","numeric","2","0","21.45","0","0.785","0","1","1","1","1","0.411"
"F1cheer3","numeric","2","0","99.66","0","0.003","0","0","0","0","1","0.058"
"F1cheer4","numeric","2","0","97.34","0","0.027","0","0","0","0","1","0.161"
"F1cheer5","numeric","2","0","97.37","0","0.026","0","0","0","0","1","0.16"
"F1cheer6","numeric","2","0","99.25","0","0.007","0","0","0","0","1","0.086"
"F1cheerm","numeric","2","0","93.54","0","0.065","0","0","0","0","1","0.246"
"F1cheernc","numeric","2","0","96.82","0","0.032","0","0","0","0","1","0.176"
"F1drill1","numeric","2","0","82.84","0","0.172","0","0","0","0","1","0.377"
"F1drill2","numeric","2","0","31.31","0","0.687","0","0","1","1","1","0.464"
"F1drill3","numeric","2","0","99.2","0","0.008","0","0","0","0","1","0.089"
"F1drill4","numeric","2","0","99.11","0","0.009","0","0","0","0","1","0.094"
"F1drill5","numeric","2","0","98.07","0","0.019","0","0","0","0","1","0.138"
"F1drill6","numeric","2","0","99.58","0","0.004","0","0","0","0","1","0.065"
"F1drillm","numeric","2","0","93.23","0","0.068","0","0","0","0","1","0.251"
"F1drillnc","numeric","2","0","96.82","0","0.032","0","0","0","0","1","0.176"
"F1band2","numeric","2","0","32.8","0","0.672","0","0","1","1","1","0.47"
"F1band3","numeric","2","0","77.02","0","0.23","0","0","0","0","1","0.421"
"F1band4","numeric","2","0","98.23","0","0.018","0","0","0","0","1","0.132"
"F1bandm","numeric","2","0","97.34","0","0.027","0","0","0","0","1","0.161"
"F1bandnc","numeric","2","0","96.82","0","0.032","0","0","0","0","1","0.176"
"F1play2","numeric","2","0","23.16","0","0.768","0","1","1","1","1","0.422"
"F1play3","numeric","2","0","87.33","0","0.127","0","0","0","0","1","0.333"
"F1play4","numeric","2","0","99.32","0","0.007","0","0","0","0","1","0.082"
"F1playm","numeric","2","0","97.01","0","0.03","0","0","0","0","1","0.17"
"F1plaync","numeric","2","0","96.82","0","0.032","0","0","0","0","1","0.176"
"F1govt2","numeric","2","0","22.95","0","0.771","0","1","1","1","1","0.421"
"F1govt3","numeric","2","0","92.47","0","0.075","0","0","0","0","1","0.264"
"F1govt4","numeric","2","0","96.12","0","0.039","0","0","0","0","1","0.193"
"F1govt6","numeric","2","0","99.92","0","0.001","0","0","0","0","1","0.028"
"F1govtm","numeric","2","0","96.83","0","0.032","0","0","0","0","1","0.175"
"F1govtnc","numeric","2","0","96.82","0","0.032","0","0","0","0","1","0.176"
"F1honor2","numeric","2","0","24.57","0","0.754","0","1","1","1","1","0.431"
"F1honor3","numeric","2","0","87.53","0","0.125","0","0","0","0","1","0.33"
"F1honor4","numeric","2","0","99.68","0","0.003","0","0","0","0","1","0.057"
"F1honor6","numeric","2","0","99.95","0","0","0","0","0","0","1","0.022"
"F1honorm","numeric","2","0","96.69","0","0.033","0","0","0","0","1","0.179"
"F1honornc","numeric","2","0","96.82","0","0.032","0","0","0","0","1","0.176"
"F1news2","numeric","2","0","18.76","0","0.812","0","1","1","1","1","0.39"
"F1news3","numeric","2","0","89.61","0","0.104","0","0","0","0","1","0.305"
"F1news4","numeric","2","0","99.03","0","0.01","0","0","0","0","1","0.098"
"F1news6","numeric","2","0","99.98","0","0","0","0","0","0","1","0.013"
"F1newsm","numeric","2","0","96.85","0","0.032","0","0","0","0","1","0.175"
"F1newsnc","numeric","2","0","96.82","0","0.032","0","0","0","0","1","0.176"
"F1serv2","numeric","2","0","36.02","0","0.64","0","0","1","1","1","0.48"
"F1serv3","numeric","2","0","84.38","0","0.156","0","0","0","0","1","0.363"
"F1serv4","numeric","2","0","98.72","0","0.013","0","0","0","0","1","0.113"
"F1serv6","numeric","2","0","99.9","0","0.001","0","0","0","0","1","0.031"
"F1servm","numeric","2","0","96.78","0","0.032","0","0","0","0","1","0.176"
"F1servnc","numeric","2","0","96.82","0","0.032","0","0","0","0","1","0.176"
"F1acad2","numeric","2","0","46.44","0","0.536","0","0","1","1","1","0.499"
"F1acad3","numeric","2","0","66.06","0","0.339","0","0","0","1","1","0.474"
"F1acad4","numeric","2","0","97.97","0","0.02","0","0","0","0","1","0.141"
"F1acad6","numeric","2","0","99.97","0","0","0","0","0","0","1","0.018"
"F1acadm","numeric","2","0","97.04","0","0.03","0","0","0","0","1","0.169"
"F1acadnc","numeric","2","0","96.82","0","0.032","0","0","0","0","1","0.176"
"F1hobby2","numeric","2","0","32.51","0","0.675","0","0","1","1","1","0.468"
"F1hobby3","numeric","2","0","91.82","0","0.082","0","0","0","0","1","0.274"
"F1hobby4","numeric","2","0","99.42","0","0.006","0","0","0","0","1","0.076"
"F1hobby6","numeric","2","0","99.94","0","0.001","0","0","0","0","1","0.025"
"F1hobbym","numeric","2","0","96.46","0","0.035","0","0","0","0","1","0.185"
"F1hobbync","numeric","2","0","96.82","0","0.032","0","0","0","0","1","0.176"
"F1FTA2","numeric","2","0","30.33","0","0.697","0","0","1","1","1","0.46"
"F1FTA3","numeric","2","0","92.85","0","0.071","0","0","0","0","1","0.258"
"F1FTA4","numeric","2","0","98.8","0","0.012","0","0","0","0","1","0.109"
"F1FTA6","numeric","2","0","99.89","0","0.001","0","0","0","0","1","0.034"
"F1FTAm","numeric","2","0","96.48","0","0.035","0","0","0","0","1","0.184"
"F1FTAnc","numeric","2","0","96.82","0","0.032","0","0","0","0","1","0.176"
"F2exhr0","numeric","2","0","83.73","0","0.163","0","0","0","0","1","0.369"
"F2exhr1","numeric","2","0","88.1","0","0.119","0","0","0","0","1","0.324"
"F2exhr2","numeric","2","0","77.14","0","0.229","0","0","0","0","1","0.42"
"F2exhr3","numeric","2","0","84.2","0","0.158","0","0","0","0","1","0.365"
"F2exhr4","numeric","2","0","83.84","0","0.162","0","0","0","0","1","0.368"
"F2exhr5","numeric","2","0","91.2","0","0.088","0","0","0","0","1","0.283"
"F2exhr6","numeric","2","0","96.93","0","0.031","0","0","0","0","1","0.172"
"F2exhr7","numeric","2","0","98.16","0","0.018","0","0","0","0","1","0.134"
"F2exhrm","numeric","2","0","98.38","0","0.016","0","0","0","0","1","0.126"
"F2exhrnc","numeric","2","0","98.33","0","0.017","0","0","0","0","1","0.128"
"F2team2","numeric","2","0","41.28","0","0.587","0","0","1","1","1","0.492"
"F2team3","numeric","2","0","98.13","0","0.019","0","0","0","0","1","0.135"
"F2team4","numeric","2","0","81.94","0","0.181","0","0","0","0","1","0.385"
"F2team5","numeric","2","0","86.59","0","0.134","0","0","0","0","1","0.341"
"F2team6","numeric","2","0","99.98","0","0","0","0","0","0","1","0.013"
"F2teamm","numeric","2","0","94.69","0","0.053","0","0","0","0","1","0.224"
"F2teamnc","numeric","2","0","98.33","0","0.017","0","0","0","0","1","0.128"
"F2ind2","numeric","2","0","34.18","0","0.658","0","0","1","1","1","0.474"
"F2ind3","numeric","2","0","98.39","0","0.016","0","0","0","0","1","0.126"
"F2ind4","numeric","2","0","85.68","0","0.143","0","0","0","0","1","0.35"
"F2ind5","numeric","2","0","92.4","0","0.076","0","0","0","0","1","0.265"
"F2indm","numeric","2","0","94.27","0","0.057","0","0","0","0","1","0.232"
"F2indnc","numeric","2","0","98.33","0","0.017","0","0","0","0","1","0.128"
"F2cheer2","numeric","2","0","21.94","0","0.781","0","1","1","1","1","0.414"
"F2cheer3","numeric","2","0","99.74","0","0.003","0","0","0","0","1","0.051"
"F2cheer4","numeric","2","0","95.29","0","0.047","0","0","0","0","1","0.212"
"F2cheer5","numeric","2","0","96.46","0","0.035","0","0","0","0","1","0.185"
"F2cheer6","numeric","2","0","99.98","0","0","0","0","0","0","1","0.013"
"F2cheerm","numeric","2","0","93.13","0","0.069","0","0","0","0","1","0.253"
"F2cheernc","numeric","2","0","98.33","0","0.017","0","0","0","0","1","0.128"
"F2music2","numeric","2","0","29.59","0","0.704","0","0","1","1","1","0.456"
"F2music3","numeric","2","0","85.94","0","0.141","0","0","0","0","1","0.348"
"F2music4","numeric","2","0","92.29","0","0.077","0","0","0","0","1","0.267"
"F2musicm","numeric","2","0","95.44","0","0.046","0","0","0","0","1","0.209"
"F2musicnc","numeric","2","0","98.33","0","0.017","0","0","0","0","1","0.128"
"F2play2","numeric","2","0","26.91","0","0.731","0","0","1","1","1","0.444"
"F2play3","numeric","2","0","85.69","0","0.143","0","0","0","0","1","0.35"
"F2play4","numeric","2","0","96.2","0","0.038","0","0","0","0","1","0.191"
"F2play6","numeric","2","0","99.95","0","0","0","0","0","0","1","0.022"
"F2playm","numeric","2","0","95.39","0","0.046","0","0","0","0","1","0.21"
"F2plaync","numeric","2","0","98.33","0","0.017","0","0","0","0","1","0.128"
"F2govt2","numeric","2","0","28.68","0","0.713","0","0","1","1","1","0.452"
"F2govt3","numeric","2","0","90","0","0.1","0","0","0","0","1","0.3"
"F2govt4","numeric","2","0","91.12","0","0.089","0","0","0","0","1","0.285"
"F2govt6","numeric","2","0","99.9","0","0.001","0","0","0","0","1","0.031"
"F2govtm","numeric","2","0","95.16","0","0.048","0","0","0","0","1","0.215"
"F2govtnc","numeric","2","0","98.33","0","0.017","0","0","0","0","1","0.128"
"F2honor2","numeric","2","0","38.13","0","0.619","0","0","1","1","1","0.486"
"F2honor3","numeric","2","0","76.47","0","0.235","0","0","0","0","1","0.424"
"F2honor4","numeric","2","0","94.85","0","0.051","0","0","0","0","1","0.221"
"F2honor6","numeric","2","0","99.87","0","0.001","0","0","0","0","1","0.036"
"F2honorm","numeric","2","0","95.13","0","0.049","0","0","0","0","1","0.215"
"F2honornc","numeric","2","0","98.33","0","0.017","0","0","0","0","1","0.128"
"F2news2","numeric","2","0","30.79","0","0.692","0","0","1","1","1","0.462"
"F2news3","numeric","2","0","84.22","0","0.158","0","0","0","0","1","0.365"
"F2news4","numeric","2","0","91.93","0","0.081","0","0","0","0","1","0.272"
"F2newsm","numeric","2","0","95","0","0.05","0","0","0","0","1","0.218"
"F2newsnc","numeric","2","0","98.33","0","0.017","0","0","0","0","1","0.128"
"F2serv2","numeric","2","0","39.57","0","0.604","0","0","1","1","1","0.489"
"F2serv3","numeric","2","0","86.12","0","0.139","0","0","0","0","1","0.346"
"F2serv4","numeric","2","0","95.19","0","0.048","0","0","0","0","1","0.214"
"F2serv6","numeric","2","0","99.98","0","0","0","0","0","0","1","0.013"
"F2servm","numeric","2","0","94.95","0","0.051","0","0","0","0","1","0.219"
"F2servnc","numeric","2","0","98.33","0","0.017","0","0","0","0","1","0.128"
"F2acad2","numeric","2","0","42.94","0","0.571","0","0","1","1","1","0.495"
"F2acad3","numeric","2","0","75.33","0","0.247","0","0","0","0","1","0.431"
"F2acad4","numeric","2","0","93.89","0","0.061","0","0","0","0","1","0.239"
"F2acad6","numeric","2","0","99.95","0","0","0","0","0","0","1","0.022"
"F2acadm","numeric","2","0","95.31","0","0.047","0","0","0","0","1","0.212"
"F2acadnc","numeric","2","0","98.33","0","0.017","0","0","0","0","1","0.128"
"F2hobby2","numeric","2","0","30.95","0","0.69","0","0","1","1","1","0.462"
"F2hobby3","numeric","2","0","92.71","0","0.073","0","0","0","0","1","0.26"
"F2hobby4","numeric","2","0","98.59","0","0.014","0","0","0","0","1","0.118"
"F2hobby6","numeric","1","0","100","0","0","0","0","0","0","0","0"
"F2hobbym","numeric","2","0","94.8","0","0.052","0","0","0","0","1","0.222"
"F2hobbync","numeric","2","0","98.33","0","0.017","0","0","0","0","1","0.128"
"F2FTA2","numeric","2","0","34.17","0","0.658","0","0","1","1","1","0.474"
"F2FTA3","numeric","2","0","90.86","0","0.091","0","0","0","0","1","0.288"
"F2FTA4","numeric","2","0","95.76","0","0.042","0","0","0","0","1","0.201"
"F2FTA6","numeric","2","0","99.94","0","0.001","0","0","0","0","1","0.025"
"F2FTAm","numeric","2","0","95.36","0","0.046","0","0","0","0","1","0.21"
"F2FTAnc","numeric","2","0","98.33","0","0.017","0","0","0","0","1","0.128"
"F2ITM2","numeric","2","0","40.76","0","0.592","0","0","1","1","1","0.491"
"F2ITM3","numeric","2","0","83.4","0","0.166","0","0","0","0","1","0.372"
"F2ITM4","numeric","2","0","93.85","0","0.062","0","0","0","0","1","0.24"
"F2ITM6","numeric","2","0","99.98","0","0","0","0","0","0","1","0.013"
"F2ITMm","numeric","2","0","95.19","0","0.048","0","0","0","0","1","0.214"
"F2ITMnc","numeric","2","0","98.33","0","0.017","0","0","0","0","1","0.128"
"F2IIM2","numeric","2","0","34.95","0","0.651","0","0","1","1","1","0.477"
"F2IIM3","numeric","2","0","90.26","0","0.097","0","0","0","0","1","0.297"
"F2IIM4","numeric","2","0","96.9","0","0.031","0","0","0","0","1","0.173"
"F2IIM6","numeric","2","0","99.98","0","0","0","0","0","0","1","0.013"
"F2IIMm","numeric","2","0","95.27","0","0.047","0","0","0","0","1","0.212"
"F2IIMnc","numeric","2","0","98.33","0","0.017","0","0","0","0","1","0.128"
"F2VYG1","numeric","2","0","86.26","0","0.137","0","0","0","0","1","0.344"
"F2VYG2","numeric","2","0","59.5","0","0.405","0","0","0","1","1","0.491"
"F2VYG8","numeric","2","0","97.63","0","0.024","0","0","0","0","1","0.152"
"F2VSG1","numeric","2","0","92.79","0","0.072","0","0","0","0","1","0.259"
"F2VSG2","numeric","2","0","53","0","0.47","0","0","0","1","1","0.499"
"F2VSG8","numeric","2","0","97.6","0","0.024","0","0","0","0","1","0.153"
"F2VPG1","numeric","2","0","94.27","0","0.057","0","0","0","0","1","0.232"
"F2VPG2","numeric","2","0","51.71","0","0.483","0","0","0","1","1","0.5"
"F2VPG8","numeric","2","0","97.42","0","0.026","0","0","0","0","1","0.159"
"F2VCHG1","numeric","2","0","72.67","0","0.273","0","0","0","1","1","0.446"
"F2VCHG2","numeric","2","0","73.04","0","0.27","0","0","0","1","1","0.444"
"F2VCHG8","numeric","2","0","97.68","0","0.023","0","0","0","0","1","0.151"
"F2VCOG1","numeric","2","0","86.03","0","0.14","0","0","0","0","1","0.347"
"F2VCOG2","numeric","2","0","59.69","0","0.403","0","0","0","1","1","0.491"
"F2VCOG8","numeric","2","0","97.66","0","0.023","0","0","0","0","1","0.151"
"F2HOS1","numeric","2","0","89.1","0","0.109","0","0","0","0","1","0.312"
"F2HOS2","numeric","2","0","56.74","0","0.433","0","0","0","1","1","0.495"
"F2HOS8","numeric","2","0","97.55","0","0.025","0","0","0","0","1","0.155"
"F2EDU1","numeric","2","0","87.77","0","0.122","0","0","0","0","1","0.328"
"F2EDU2","numeric","2","0","57.96","0","0.42","0","0","0","1","1","0.494"
"F2EDU8","numeric","2","0","97.66","0","0.023","0","0","0","0","1","0.151"
"F2ENV1","numeric","2","0","91.95","0","0.081","0","0","0","0","1","0.272"
"F2ENV2","numeric","2","0","53.78","0","0.462","0","0","0","1","1","0.499"
"F2ENV8","numeric","2","0","97.66","0","0.023","0","0","0","0","1","0.151"
"bach_rec","numeric","2","0","37.25","0","0.627","0","0","1","1","1","0.484"
"","","0","0","0","0","0","0","0","0","0","0","0"
"unit of observation:","","0","0","0","0","0","0","0","0","0","0","0"
"number of observations:","6158","0","0","0","0","0","0","0","0","0","0","0"
"number of /:","6158","0","0","0","0","0","0","0","0","0","0","0"
"earliest_date:","0","0","0","0","0","0","0","0","0","0","0","0"
"latest_date:","0","0","0","0","0","0","0","0","0","0","0","0"
"var_count:","489","0","0","0","0","0","0","0","0","0","0","0"
"% of observations missing:","0","0","0","0","0","0","0","0","0","0","0","0"
